ICD10;AirP;AQHI;SA;CO;SC;O3;SO;PM2.5;SP;AQHIX;SX;NO2;SN;O3H8;SH;SO2;SS;LAG
E00 - E90;Age 11-60 Male;-0.009158776;0.011333794;0.06271265;0.10216602;-0.001125841;0.001363596;-0.000708537;0.001418082;-0.00741606;0.007695883;-0.000473062;0.001357419;-0.001297305;0.00087046;-0.006823866;0.006842476;7
E00 - E90;Age 60+All;-0.003805976;0.007277305;-0.10452979;0.06468859;0.00075236;0.000882405;-0.000606396;0.000907871;-0.002325297;0.004946896;-0.000778109;0.000866812;0.000260052;0.000566808;-0.001095609;0.004376785;7
E00 - E90;Age 60+ Female;0.001008765;0.009576945;-0.1122662;0.08515551;0.001071087;0.001157602;-0.000161954;0.001193104;-0.000690881;0.00652441;-0.000391754;0.0011418;0.000239557;0.000745038;0.006052851;0.005724711;7
E00 - E90;Age 60+ Male;-0.009793392;0.010451325;-0.09586053;0.09291999;0.000363454;0.001272455;-0.00115806;0.001306174;-0.004390638;0.007085993;-0.001266983;0.001243671;0.000283461;0.000815306;-0.010003366;0.006331109;7
E00 - E90;All: LAG 8;-0.006027338;0.005537817;-0.07338373;0.04953185;0.000448459;0.000665456;-0.000456749;0.000688715;-0.005136027;0.00376885;-0.001059757;0.000663595;-0.000144608;0.000427152;-0.004546546;0.003313497;8
E00 - E90;Female;-0.000173284;0.007466885;-0.03493371;0.06679758;-0.000546844;0.000897949;0.000160121;0.000929041;-0.000947356;0.005080281;0.000215091;0.000892866;-0.00045902;0.000576435;-0.000629532;0.004467009;8
E00 - E90;Male;-0.012471502;0.007711586;-0.11569545;0.06898862;0.001537389;0.000925736;-0.001132187;0.000958555;-0.009750167;0.005250261;-0.002473503;0.000926103;0.000199396;0.000594234;-0.008847754;0.004615552;8
E00 - E90;Warm All;-0.007420293;0.005212377;-0.158436987;0.060518753;0.000163617;0.000612903;-0.000450773;0.000722554;-0.006831228;0.003528732;-0.001763294;0.000767638;-0.000335653;0.000344904;-0.005492541;0.00391899;8
E00 - E90;Warm Female;-0.010346707;0.006994902;-0.11388691;0.08130756;-0.000822346;0.000822834;-0.00140762;0.000974045;-0.00655507;0.00472958;-0.000956739;0.0010282;-0.000690917;0.00046234;-0.010400943;0.005277498;8
E00 - E90;Warm Male;-0.004196887;0.007375096;-0.20605551;0.08559111;0.001232262;0.000866442;0.000582276;0.001017009;-0.007106592;0.005000514;-0.002641579;0.00108863;5.33867E-05;0.000488474;-0.000153294;0.005523122;8
E00 - E90;Cold All;-0.003874557;0.005964057;-0.02907619;0.04286856;0.000859306;0.00075122;-0.000497851;0.000659365;-0.002375099;0.004106867;-0.000570676;0.00059661;0.000545882;0.000640939;-0.003886116;0.002927666;8
E00 - E90;Cold Female;0.013959381;0.008061809;0.001546441;0.058098493;4.25391E-05;0.001018135;0.001405043;0.000889183;0.007342816;0.005560773;0.00096894;0.000806616;0.000528721;0.000870375;0.004923583;0.003959595;8
E00 - E90;Cold Male;-0.023736913;0.008179667;-0.06334957;0.05870077;0.001765812;0.001028574;-0.002622419;0.000906723;-0.01320479;0.0056253;-0.002294547;0.000818499;0.000554929;0.000875701;-0.013631608;0.004014317;8
E00 - E90;Age 0-10 All;0.03738281;0.03207773;-0.1856973;0.2783011;0.007995525;0.003789206;0.001097258;0.003961914;0.0206612;0.02204016;0.000596882;0.003722625;0.004577466;0.002565413;0.0108278;0.01836908;8
E00 - E90;Age 0-10 Female;0.06721255;0.04125033;-0.02632396;0.36734567;0.0111679;0.00475976;0.003525643;0.005212312;0.02911691;0.02830932;0.002045065;0.004813121;0.004870957;0.003241072;0.065836355;0.023635178;8
E00 - E90;Age 0-10 Male;0.01282937;0.04053017;-0.2958485;0.3432672;0.004499563;0.004891482;-0.000683769;0.004910443;0.01513875;0.02785071;-0.000234782;0.004673479;0.004302037;0.003294999;-0.03768672;0.02329762;8
E00 - E90;Age 11-60 All;-0.009388206;0.008196529;-0.000234661;0.073643747;7.43122E-05;0.000981239;-0.00150359;0.001023996;-0.005192141;0.005563546;-0.000859972;0.000982102;-0.000364139;0.000628936;-0.011050374;0.004941979;8
E00 - E90;Age 11-60 Female;-0.01113765;0.01151676;0.01023074;0.10301423;-0.001211858;0.00137968;-0.001796495;0.001443654;-0.005835599;0.00778957;-0.000232347;0.001370315;-0.001183058;0.000885877;-0.012823476;0.006943118;8
E00 - E90;Age 11-60 Male;-0.007790061;0.011312978;-0.01113836;0.10205907;0.001288732;0.00135309;-0.001238589;0.001408937;-0.004595535;0.007704217;-0.001474671;0.001364542;0.000403315;0.000865841;-0.009427903;0.006825074;8
E00 - E90;Age 60+All;-0.005425775;0.007317901;-0.12365537;0.06533122;0.000397084;0.000882598;0.000254465;0.00090708;-0.006265877;0.004988643;-0.001298814;0.000878395;-0.000173772;0.0005658;-0.000410341;0.004361363;8
E00 - E90;Age 60+ Female;0.004494608;0.009576476;-0.06694738;0.08571329;-0.00058039;0.00115653;0.001313009;0.001184789;0.00114202;0.00653965;0.000429311;0.00115012;-0.000175287;0.000740622;0.004773075;0.005708761;8
E00 - E90;Age 60+ Male;-0.0177559;0.01055996;-0.19429546;0.09407105;0.001636572;0.001271787;-0.001056951;0.001311929;-0.015499325;0.007184505;-0.003466386;0.001266887;-0.000167896;0.0008164;-0.006845559;0.006290724;8
E00 - E90;All: LAG 9;-0.001378828;0.005556426;-0.02139462;0.04918125;0.000543226;0.000666349;-0.000438368;0.000688072;-0.002302785;0.003784403;-0.000336704;0.000664858;-0.000208966;0.000428941;-0.003511576;0.003303287;9
E00 - E90;Female;0.00597159;0.007490288;0.006644445;0.066145389;0.000326303;0.000897886;7.36167E-05;0.000928324;0.001889152;0.00510384;0.000759835;0.000894868;-0.000340788;0.000579264;0.002417659;0.004439319;9
E00 - E90;Male;-0.009418258;0.007735807;-0.05232984;0.06866981;0.000788173;0.000928559;-0.000997414;0.000957395;-0.00688425;0.005267088;-0.001547965;0.00092717;-6.12453E-05;0.00059624;-0.010115505;0.004614363;9
E00 - E90;Warm All;-0.005785588;0.005279561;-0.05248889;0.06122273;6.83785E-06;0.000616408;-0.00075226;0.000728448;-0.005874068;0.003568254;-0.001022221;0.000781448;-0.000546881;0.000346258;-0.00460577;0.003942142;9
E00 - E90;Warm Female;-0.012201143;0.007095442;-0.13000872;0.08184319;-0.00010486;0.000826559;-0.001839112;0.000981228;-0.01208895;0.00479071;-0.001866761;0.001047091;-0.001237106;0.000465157;-0.006095652;0.005299953;9
E00 - E90;Warm Male;0.001266366;0.007467992;0.03328208;0.08709561;0.000144741;0.000874016;0.000428638;0.001027732;0.000953838;0.005052493;-9.28128E-05;0.001109101;0.000212768;0.000489866;-0.002951362;0.005575138;9
E00 - E90;Cold All;0.00399078;0.005910291;-0.00651111;0.04224205;0.001557149;0.000750727;-0.000282793;0.000653707;0.002149801;0.004089549;8.77903E-06;0.000594065;0.00098669;0.000641801;-0.003304346;0.002904455;9
E00 - E90;Cold Female;0.026900142;0.007956374;0.07264026;0.05698378;0.001232876;0.001016132;0.001492321;0.000881862;0.018517612;0.005512476;0.002039012;0.000801643;0.002673006;0.000866887;0.006572412;0.003907034;9
E00 - E90;Cold Male;-0.021444062;0.008103165;-0.09316943;0.05788803;0.001901143;0.00102593;-0.002235539;0.000895393;-0.015958763;0.005596944;-0.002235309;0.00081272;-0.000872602;0.000877527;-0.014398863;0.003987477;9
E00 - E90;Age 0-10 All;0.02801244;0.03232759;-0.1097285;0.2719168;0.004813218;0.003824643;0.000426019;0.003981457;0.01021547;0.02206351;0.001344499;0.003708734;0.000999594;0.002621994;0.01363776;0.01842034;9
E00 - E90;Age 0-10 Female;0.08054872;0.04116169;0.05618292;0.35273994;0.008481891;0.004771123;0.003342252;0.005109505;0.04917308;0.02819088;0.005761578;0.004732013;0.005634421;0.003294344;0.05337798;0.02334647;9
E00 - E90;Age 0-10 Male;-0.0223151;0.04134362;-0.26629;0.3410391;0.001128301;0.004966754;-0.002304723;0.005055511;-0.02725329;0.02810962;-0.002944848;0.004726968;-0.003728664;0.003384458;-0.02395175;0.02371497;9
E00 - E90;Age 11-60 All;-0.008913298;0.008242686;-0.0430689;0.07344266;0.000826846;0.000983901;-0.001225199;0.001024735;-0.00744824;0.005596517;-0.001386201;0.000987391;-0.000366037;0.000632143;-0.008802704;0.004938572;9
E00 - E90;Age 11-60 Female;-0.006525338;0.011603675;0.004111556;0.102601211;-0.000136841;0.001380058;-0.000765392;0.001442766;-0.007717233;0.007862854;-0.000628592;0.001381732;-0.001219215;0.000892431;-0.005926106;0.006917609;9
E00 - E90;Age 11-60 Male;-0.01120791;0.01135483;-0.08936302;0.10190359;0.001753388;0.001359594;-0.001658788;0.001411588;-0.007213124;0.007725115;-0.002127054;0.001367953;0.000434199;0.000868175;-0.011568;0.00683612;9
E00 - E90;Age 60+All;0.003038546;0.007326285;-0.001629185;0.064684416;0.000130618;0.000882468;0.000104594;0.000904929;0.001106332;0.005001659;0.000381287;0.000877576;-0.000134864;0.000567379;-0.000381491;0.004339024;9
E00 - E90;Age 60+ Female;0.011328109;0.009579012;0.004826612;0.084626305;0.000306525;0.00115577;0.000490264;0.001184684;0.006515977;0.00654976;0.001473559;0.001148835;3.48368E-05;0.000742463;0.00578979;0.00566584;9
E00 - E90;Age 60+ Male;-0.007225615;0.010580428;-0.009561719;0.093376829;-7.9103E-05;0.001272173;-0.000363121;0.001305201;-0.005570357;0.007209671;-0.000973017;0.001265476;-0.000339571;0.00081879;-0.008184498;0.006276379;9
E00 - E90;All: LAG 10;-0.00061732;0.005574217;-0.02907751;0.04934985;8.64723E-05;0.000666802;-6.86467E-05;0.000691229;3.47685E-05;0.003810896;-0.000125119;0.000667873;0.000133501;0.000430844;-0.000688039;0.003272546;10
E00 - E90;Female;0.002436845;0.007503503;-0.01326909;0.06639197;-0.000445543;0.000900353;0.000269563;0.000931049;0.001446399;0.005125942;0.000528539;0.000896456;-0.000219718;0.00058137;0.00440296;0.00438434;10
E00 - E90;Male;-0.004020042;0.007776114;-0.04622735;0.06889746;0.000663915;0.000927065;-0.00044431;0.000963654;-0.001540317;0.005321012;-0.000856787;0.000934606;0.000518792;0.000599429;-0.006463561;0.004588456;10
E00 - E90;Warm All;0.001369952;0.005294762;-0.02667677;0.0623299;-0.000351693;0.000615559;0.000453577;0.000730256;0.001569835;0.00360714;0.000404711;0.000787385;6.96321E-05;0.000349237;0.003788594;0.003894688;10
E00 - E90;Warm Female;-0.005638248;0.007107282;-0.11002376;0.08351025;-0.000719749;0.000829409;-0.000871284;0.000983145;-0.002878033;0.004828612;-0.000203382;0.001052478;-0.000425364;0.000469143;0.000144698;0.005243556;10
E00 - E90;Warm Male;0.008991202;0.007490024;0.06613343;0.0883329;4.33697E-05;0.000867465;0.001884162;0.001029526;0.006458815;0.005118381;0.001075478;0.001119187;0.000606774;0.000493638;0.00762872;0.005493076;10
E00 - E90;Cold All;-0.003156717;0.005936441;-0.02560333;0.04214413;0.000622035;0.000753253;-0.000497765;0.000657493;-0.001912859;0.004104448;-0.000383781;0.00059599;0.000228719;0.000635885;-0.003714536;0.002879538;10
E00 - E90;Cold Female;0.01173032;0.0080066;0.03047069;0.05690228;5.94262E-06;0.001018651;0.001175722;0.000886062;0.006021851;0.005547847;0.000839094;0.00080425;0.000308908;0.000860553;0.006210817;0.003859951;10
E00 - E90;Cold Male;-0.019908216;0.008163786;-0.08849916;0.05792377;0.001303716;0.001033472;-0.002383312;0.000905167;-0.010772711;0.005632299;-0.001756643;0.000819262;0.000132387;0.000871804;-0.015171109;0.003984502;10
E00 - E90;Age 0-10 All;-0.03717312;0.03273422;-0.59663983;0.28449721;0.000663217;0.003866782;-0.006624605;0.004123571;-6.69938E-05;0.02203551;-0.002986664;0.00375269;0.003489323;0.002552317;0.002930992;0.018373284;10
E00 - E90;Age 0-10 Female;-0.04638547;0.04156179;-0.4874137;0.3735616;-0.000493882;0.004959802;-0.006465563;0.005238122;0.001648106;0.028052677;-0.003796911;0.004781032;0.004874284;0.003247711;-0.002527914;0.023173441;10
E00 - E90;Age 0-10 Male;-0.02657167;0.04180154;-0.6755887;0.35292395;0.001697301;0.004893454;-0.006551137;0.005262883;-0.000361034;0.028086302;-0.002036223;0.004780479;0.002287295;0.003253449;0.008172962;0.02362152;10
E00 - E90;Age 11-60 All;-0.007939813;0.008266748;-0.04667949;0.07341038;-0.000191028;0.000983068;-0.001002282;0.001027658;-0.003456039;0.005642015;-0.000713287;0.000991845;-0.000106181;0.000635596;-0.007768818;0.004883684;10
E00 - E90;Age 11-60 Female;-0.004182939;0.011555174;-0.04137579;0.10213082;-0.001397053;0.0013755;-0.000254429;0.001436288;-0.003214884;0.007888392;0.000266145;0.001380297;-0.001068878;0.000892536;-0.008066325;0.006814741;10
E00 - E90;Age 11-60 Male;-0.01145937;0.01144598;-0.05092657;0.10210475;0.000948868;0.001359831;-0.001707481;0.001423035;-0.003591795;0.007809598;-0.001650625;0.001378889;0.000806017;0.00087612;-0.007373789;0.006774851;10
E00 - E90;Age 60+All;0.006529517;0.007351771;0.009822503;0.065011752;0.00027401;0.000884033;0.000906389;0.000909362;0.002745009;0.005036543;0.000460797;0.000881747;0.000179903;0.000570431;0.004404709;0.004303414;10
E00 - E90;Age 60+ Female;0.008675798;0.00962611;0.02234907;0.08519523;0.000184384;0.001161721;0.000862428;0.00119232;0.004606215;0.006582033;0.000892062;0.001151936;0.000162771;0.000747202;0.01286196;0.005597706;10
E00 - E90;Age 60+ Male;0.00383736;0.01061249;-0.005922808;0.093745358;0.000370116;0.001270299;0.000964361;0.001310496;0.00038477;0.007287394;-7.83856E-05;0.001276372;0.000192361;0.000822925;-0.006425825;0.006261164;10
E00 - E90;All: LAG 11;-0.001411165;0.005606813;-0.06197893;0.04976904;0.000770203;0.000666394;-0.000438553;0.000698099;-0.000567709;0.003839268;-0.000495194;0.0006756;0.00037452;0.000431079;0.001549655;0.003304304;11
E00 - E90;Female;0.000860785;0.007562426;-0.01867966;0.06706709;0.00115894;0.000899776;-0.000383204;0.000941934;-2.872E-05;0.005173986;-0.000386935;0.000909613;0.000386829;0.000581765;0.005013028;0.004426334;11
E00 - E90;Male;-0.0038922;0.007797499;-0.1100476;0.0693044;0.000349156;0.000925772;-0.000498399;0.000970555;-0.001163483;0.005344428;-0.00061547;0.000941522;0.000361082;0.000599207;-0.002332218;0.004630181;11
E00 - E90;Warm All;0.000163742;0.005296327;-0.14150269;0.06292274;0.000240606;0.000610285;-0.000199356;0.000735745;0.001267479;0.003619661;-7.95014E-05;0.000789562;0.00026069;0.00035004;0.002745189;0.003926949;11
E00 - E90;Warm Female;-0.007142276;0.007126626;-0.282311028;0.084159636;0.000980658;0.000820314;-0.001534065;0.00099156;-0.004878452;0.00485994;-0.001899373;0.001059109;6.89956E-05;0.000470205;-0.000567374;0.005289318;11
E00 - E90;Warm Male;0.008053316;0.007468387;0.01493695;0.08932331;-0.000566219;0.000861318;0.001238647;0.001035475;0.007958176;0.005115637;0.001915025;0.001116583;0.000466014;0.000494627;0.006250163;0.005532856;11
E00 - E90;Cold All;-0.003942156;0.006023388;-0.01874105;0.042466;0.001333236;0.000759576;-0.000614997;0.000666193;-0.003074309;0.004162559;-0.000700601;0.000606271;0.000592987;0.000632266;0.000811685;0.002913237;11
E00 - E90;Cold Female;0.009834343;0.008136198;0.10318597;0.05741622;0.001403642;0.001029301;0.000551113;0.000900271;0.005361196;0.005629148;0.000373126;0.000820341;0.001330805;0.000855669;0.008274663;0.003902152;11
E00 - E90;Cold Male;-0.01945659;0.008254832;-0.154218102;0.058126551;0.001256616;0.001038342;-0.001926353;0.000912916;-0.012551545;0.005698125;-0.001905416;0.00082962;-0.000235319;0.000865053;-0.007815185;0.00402961;11
E00 - E90;Age 0-10 All;-0.06005818;0.03322407;-0.5820601;0.28705815;-0.002678206;0.00388875;-0.00946857;0.004177311;-0.01923128;0.02240866;-0.003276567;0.003813499;-0.001071796;0.002600284;-0.02658319;0.01919192;11
E00 - E90;Age 0-10 Female;-0.03778158;0.04183995;-0.002163128;0.370336586;0.00277003;0.004966314;-0.005513403;0.005242255;-0.01315496;0.02836824;-0.00504929;0.004908404;0.002271995;0.003236194;-0.02707517;0.02448321;11
E00 - E90;Age 0-10 Male;-0.08117027;0.04282318;-1.091316529;0.362812369;-0.007894677;0.004946241;-0.01339135;0.005398739;-0.02390603;0.0287432;-0.001440896;0.00481743;-0.004485862;0.003395542;-0.02550401;0.02444617;11
E00 - E90;Age 11-60 All;-0.01195707;0.008309186;-0.10142894;0.07382565;0.000885736;0.000981801;-0.001830279;0.001035588;-0.0078725;0.005678829;-0.001657045;0.001001886;-0.000182903;0.000634467;-0.011208633;0.004925355;11
E00 - E90;Age 11-60 Female;-0.007380699;0.011626717;-0.03295257;0.10306381;0.000513434;0.001375208;-0.001460455;0.001445997;-0.005427468;0.007948598;-0.000833267;0.001400772;-0.000437839;0.000890175;-0.014192;0.00687543;11
E00 - E90;Age 11-60 Male;-0.01623647;0.01149097;-0.1674066;0.1023061;0.001211703;0.001356066;-0.002173542;0.001435238;-0.010108573;0.007850824;-0.002419027;0.001386398;5.36632E-05;0.000874996;-0.008205013;0.006831664;11
E00 - E90;Age 60+All;0.008970996;0.007388229;-0.009356615;0.065647883;0.000822134;0.000883117;0.000981784;0.0009189;0.005788767;0.005069601;0.000512589;0.000891843;0.000861788;0.000570784;0.012380158;0.004333876;11
E00 - E90;Age 60+ Female;0.007791765;0.009704637;-0.01076429;0.08610303;0.001505382;0.001159705;0.000530836;0.001209899;0.004137975;0.006645082;0.000110986;0.001167195;0.000870327;0.000748827;0.019055411;0.005637134;11
E00 - E90;Age 60+ Male;0.01059788;0.01062025;-0.007148907;0.094530525;-1.85589E-05;0.001269608;0.00155377;0.001316859;0.007961442;0.007306091;0.001034173;0.001287581;0.000860513;0.000821848;0.004030447;0.006312393;11
E00 - E90;All: LAG 12;0.002259657;0.005609779;0.01873158;0.04999046;0.000976504;0.000662993;-0.000127525;0.000697751;-0.000180258;0.003843312;-0.000177382;0.00067668;0.000133151;0.000431454;0.002861926;0.00329271;12
E00 - E90;Female;0.00860665;0.007525488;0.05328798;0.06732558;0.0006339;0.000890402;0.000558233;0.000936657;0.002845304;0.005162411;0.000760884;0.000908623;-0.000106677;0.000579163;0.004346661;0.004417554;12
E00 - E90;Male;-0.004883978;0.007852356;-0.01919066;0.06968286;0.001352018;0.00092732;-0.000896418;0.000975961;-0.003542354;0.005372311;-0.001223514;0.000946065;0.000403888;0.000603572;0.001172988;0.004610384;12
E00 - E90;Warm All;-0.000734463;0.005286939;-0.0753234;0.06261082;0.001046545;0.000603474;-0.000624371;0.000733109;-0.00210956;0.003626594;-0.000890927;0.000789007;6.58884E-05;0.000350215;-0.000873655;0.003989683;12
E00 - E90;Warm Female;0.001087706;0.007051411;-0.09323354;0.08392819;0.00073412;0.000803182;-2.23892E-06;0.000976402;-0.002587445;0.004842977;-0.000500384;0.001054261;-0.00021095;0.000466746;9.69234E-05;0.005327772;12
E00 - E90;Warm Male;-0.002723059;0.007518626;-0.05359873;0.08857321;0.001391879;0.000860721;-0.001314847;0.001044169;-0.001490088;0.005150547;-0.001308767;0.001119951;0.000384306;0.000498434;-0.001981802;0.005666123;12
E00 - E90;Cold All;0.007953777;0.006049695;0.07132396;0.04283608;0.000658001;0.000760023;0.000335176;0.000667533;0.004235823;0.004172211;0.000523925;0.000609086;0.000408096;0.000633727;0.004865887;0.002875044;12
E00 - E90;Cold Female;0.019830547;0.008158794;0.12043261;0.0579991;0.000538664;0.001030898;0.001089301;0.000902989;0.011232999;0.005634383;0.001634768;0.000822731;0.000436418;0.000856951;0.007184971;0.003880613;12
E00 - E90;Cold Male;-0.005346573;0.008312542;0.01753128;0.05863845;0.000782229;0.001037948;-0.000495787;0.000914165;-0.003570382;0.005724392;-0.000713996;0.000835362;0.000376049;0.000868435;0.002313806;0.003950214;12
E00 - E90;Age 0-10 All;-0.02892403;0.03290883;-0.6339805;0.28678706;0.005091858;0.003821001;-0.004789829;0.004164092;-0.01712874;0.02228933;-0.005328178;0.003803884;0.001864071;0.00259249;-0.03172946;0.01891191;12
E00 - E90;Age 0-10 Female;-0.01124001;0.04206311;0.03506236;0.36748511;0.00052411;0.004836591;-0.006435757;0.005364033;0.01541392;0.0283963;0.000960761;0.004885093;0.002758935;0.003259555;-0.04187632;0.02443963;12
E00 - E90;Age 0-10 Male;-0.04506015;0.0417927;-1.239333004;0.366181555;0.009572725;0.004904832;-0.003201021;0.005259922;-0.04795229;0.0284178;-0.01106355;0.00481926;0.000936836;0.003342849;-0.02249736;0.0237913;12
E00 - E90;Age 11-60 All;-0.004622226;0.008285705;0.01088288;0.07394025;0.000818312;0.000977033;-0.00071685;0.001030175;-0.005018263;0.005678254;-0.000944333;0.001002443;-0.000243186;0.00063579;0.003199873;0.004886082;12
